0,1,8,87,87.1,87.2,246,260,301,312,470,474,490,508,508.1,508.2,557,596,633,633.1,633.2,633.3,634,634.1,702.1,702.2,702.3,702.4,702.5,702.6,702.7,702.8,702.9,702.1,702.11,702.12,702.13,702.14,702.15,702.16,702.17,702.18,702.19,$<icat1:3>,41,551,600,600.1,600.2,600.3,600.4,600.5,600.6,600.7,600.8,600.9,600.1
am     a,CKEY8250961,181023n                      000 0 eng u,C1645/127,,,Children are the spirit (of the world),not after 2014,3 min. 06 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Clarke, Stanley, 1951- (bass)","Duke, George, 1946-2013 (keyboard)","Chancler, Leon Ndugu, 1952-2018 (drums)","Moreira, Airto, 1941- (percussion)",,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250966,181023n                      000 0 eng u,C1645/127,,,Sorry seems to be the hardest word,not after 2014,4 min. 59 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Chancler, Leon Ndugu, 1952-2018 (drums)","Moreira, Airto, 1941- (percussion)","Johnson, Alphonso 1951- (bass)","Mason, Harvey (drums)","Gomez, Ray (guitar)","Foster, Ronnie (keyboard)","Rivera, Scarlet (violin)",,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250971,181023n                      000 0 eng u,C1645/127,,,Sweet rain,not after 2014,3 min. 06 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Chancler, Leon Ndugu, 1952-2018 (drums)","Moreira, Airto, 1941- (percussion)","Johnson, Alphonso 1951- (bass)","Mason, Harvey (drums)","Gomez, Ray (guitar)","Foster, Ronnie (keyboard)",,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250978,181023n                      000 0 eng u,C1645/127,,,Open up your eyes,not after 2014,5 min. 31 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Clarke, Stanley, 1951- (bass)","Moreira, Airto, 1941- (percussion)","Mason, Harvey (drums)","Gomez, Ray (guitar)","Foster, Ronnie (keyboard)",,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250982,181023n                      000 0 eng u,C1645/127,,,Night moves,not after 2014,3 min. 12 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Farrington, Norman (drums)","Lyle, Bobby 1944- (keyboard)","Laboriel, Abraham, 1947- (bass)",,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250984,181023n                      000 0 eng u,C1645/127,,,Thank the day,not after 2014,5 min. 16 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Clarke, Stanley, 1951- (strings)","Duke, George, 1946-2013 (keyboard)","Wild, Ken (bass)","Farrington, Norman (drums)","Walker, David T. 1941- (guitar)","Lyle, Bobby 1944- (keyboard)",,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250990,181023n                      000 0 eng u,C1645/127,,,Melody maker,not after 2014,2 min. 24 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Bridgewater, Dee Dee 1950- (singer, female)","Moreira, Airto, 1941- (percussion)","Corea, Chick, 1941- (keyboard)",,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250993,181023n                      000 0 eng u,C1645/127,,,Genius I,not after 2014,4 min. 36 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Simpson, Valerie (singer, female)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8250999,181023n                      000 0 eng u,C1645/127,,,Genius II,not after 2014,3 min. 27 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Simpson, Valerie (singer, female)",,,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8251005,181023n                      000 0 eng u,C1645/127,,,Bheki Mseleku interviewed by Stan Britt (1st interview),17/05/1992,47 min. 56 sec.,a,,,Stan Britt collection,"Stan Britt interviews South African musician Bheki Mseleku. Topics of discussion include: producing the album ""Celebration"" with Marvin 'Smitty' Smith and Michael Bowie, composition and practice techniques, some things Bheki was working on at the time including ""Adored value"", working with other musicians at Ronnie Scott's jazz club, and some of the musicians that influenced Bheki in South Africa.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Mseleku, Bheki, 1955-2008 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Clapham, London, England, UK","Mseleku, Bheki, 1955-2008",,,,,,,,,,
am     a,CKEY8250756,181023n                      000 0 eng u,C1645/129,C1645/128,,Mike and Kate Westbrook interviewed by Stan Britt (1st interview - parts 1-4),19/12/1986,3 hr. 09 min. 14 sec.,a,,,Stan Britt collection,"Stan Britt interviews Mike and Kate Westbrook in their home. Stan starts by speaking to Mike about his career and discography, and the devolopment of jazz through the 20th century. At around the 2 hour point, Kate is brought in to discuss her own career and how the two met. The interview continues with discussion from both Mike and Kate.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Westbrook, Mike, 1936- (speaker, male; interviewee)","Westbrook, Kate, 1939- (speaker, female; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,POP,eng,"Interviewee's home, London, England, UK","Westbrook, Mike, 1936-","Westbrook, Kate, 1939-",,,,,,,,,
am     a,CKEY8251104,181023n                      000 0 eng u,C1645/130,,,Sir Roland Hanna interviewed by Stan Britt (1st interview (part 3 and 4),not after 2014,1 hr. 20 min. 47 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz pianist Sir Roland Hanna. Topics of discussion include: Roland's close working and personal relationship with Charles Mingus; accompanying Frank Sinatra on stage, deciding whether various singers can be classified as jazz singers; other musicians he has accompanied or wishes to work with; and being knighted ""Sir Roland Hanna"" shortly after visiting Liberia.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Hanna, Roland, 1932-2002 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Hanna, Roland, 1932-2002","Sinatra, Frank, 1915-1998","Mingus, Charles, 1922-1979",,,,,,,,
am     a,CKEY8256324,181023n                      000 0 eng u,C1645/131,C1645/133,,[Copy of] Tal Farlow interviewed by Stan Britt (1st interview),11/04/1985,2 hr. 57 min. 28 sec.,a,,,Stan Britt collection,"Stan Britt interviews American jazz guitarist Tal Farlow. Topics of discussion include: His work on various albums including ""Tal"" (Verve Records, 1956); working with other musicians including Eddie Costa and Red Norvo; Tal's playing techniques and approach to jazz chord structures on guitar; hearing Charlie ""Bird"" Parker live.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Farlow, Tal, 1921-1998 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Kennedy Hotel, Cardington Street, London, England, UK","Farlow, Tal, 1921-1998","Costa, Eddie, 1930-1962","Norvo, Red, 1908-1999","Parker, Charlie, 1920-1955",,,,,,,
am     a,CKEY8259573,181023n                      000 0 eng u,C1645/132,,,[Copy of] Randy Brecker interviewed by Stan Britt (1st interview),23/07/1987,1 hr. 06 min. 29 sec.,a,,,Stan Britt collection,"Stan Britt interviews American trumpeter, flugelhornist, and composer Randy Brecker.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Brecker, Randy, 1945- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Mostyn Hotel, London, England, UK","Brecker, Randy, 1945-","McGhee, Howard, 1918-1987","Silver, Horace, 1928-2014",,,,,,,,
am     a,CKEY8251165,181023n                      000 0 eng u,C1645/134,,,Mark Murphy music,not after 2014,14 min. 40 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Murphy, Mark 1932-2015",unidentified (band),,,,,,,,,,,,,,,,,,POP,,,,,,,,,,,,,
am     a,CKEY8251127,181023n                      000 0 eng u,C1645/134,,,Ronnie Scott interviewed by Stan Britt (2nd interview),30/11/1979,1 hr. 23 min. 14 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz tenor saxophonist and jazz club owner Ronnie Scott. Topics of discussion include: the earliest jazz clubs in London; starting up the Ronnie Scott's jazz club; having to compromise and put on non-jazz nights to increase income; hearing Dexter Gordon and Stan Getz for the first time and witnessing their influence; making Ronnie an honarary member of ""Jazz link"".",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Scott, Ronnie, 1927-1996 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Ronnie Scott's Jazz Club, Frith Street, London, England, UK","Scott, Ronnie, 1927-1996","Gordon, Dexter, 1923-1990","Getz, Stan, 1927-1991",,,,,,,,
am     a,CKEY8253460,181023n                      000 0 eng u,C1645/135,,,Phil Woods interviewed by Stan Britt (2nd interview),04/06/1905,1 hr. 01 min. 17 sec.,a,,,Stan Britt collection,"Stan Britt interviews American saxophonist Phil Woods. Stan does not appear in person so cannot be heard, but it seems he sent Phil a list of questions and a cassette. Topics of discussion include: musicians Phil would like to work with or has enjoyed working with; upcoming projects; records he has worked on. Phil intersplices his comments with recordings of other people talking about him and past interviews.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Woods, Phil, 1931-2015 (speaker, male; interviewee)","unidentified (speaker, male)","unidentified (speaker, male; interviewer)","unidentified (speaker, female; interviewer)",,,,,,,,,,,,,,,,POP,eng,"Delaware Water Gap, Pennsylvania, USA","Woods, Phil, 1931-2015",,,,,,,,,,
am     a,CKEY8262618,190131n                      000 0 eng u,C1645/136,,,Stan Tracey interviewed by Stan Britt (2nd interview),07/03/1989,36 min. 12 sec.,a,,,Stan Britt collection,Stan Britt interviews British jazz pianist and composer Stan Tracey.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Tracey, Stan, 1926-2013 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Queen Elizabeth Hall, Southbank, London, England, UK","Tracey, Stan, 1926-2013",,,,,,,,,,
am     a,CKEY8244982,181023n                      000 0 eng u,C1645/137,,,The Fifth Dimension interviewed by Stan Britt (1st interview),22/05/1905,39 min. 16 sec.,a,,,Stan Britt collection,Topics covered include: album 'the magic garden'; challenges of recording sessions; 'Acquarius' and 'Let the sunshine in'; future plans and collaborations with other artists; importance of having good producers and managers,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,Fifth Dimension (speakers; interviewees),"Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,[unknown],Fifth Dimension,,,,,,,,,,
am     a,CKEY8251447,190131n                      000 0 eng u,C1645/138,,,Jerry Dodgion interviewed by Stan Britt (1st interview),not after 2014,45 min. 51 sec.,a,,,Stan Britt collection,American jazz saxophone and flute player Jerry Dodgion is interviewed by Stan Britt in London. Topics of discussion include: enjoying the improvisational quality and spontaneity of playing in his band; his admiration for Thad Jones; working with Frank Sinatra from 1959 to 1960; and Sinatra's humanitarian nature.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Dodgion, Jerry, 1932- (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Dodgion, Jerry, 1932-","Jones, Thad, 1923-1986","Sinatra, Frank, 1915-1998",,,,,,,,
am     a,CKEY8251449,190131n                      000 0 eng u,C1645/138,C1645/439,,Bob Shad interviewed by Stan Britt (1st interview),26/05/1905,57 min. 07 sec.,a,,,Stan Britt collection,American record producer and record label owner Bob Shad is interviewed by Stan Britt in London. Topics of discussion include: record marketing in the UK; producing records for major jazz artists; and the start of his career.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Shad, Bob, 1920-1985 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"London, England, UK","Shad, Bob, 1920-1985",,,,,,,,,,
am     a,CKEY8254659,181023n                      000 0 eng u,C1645/139,,,Richie Cole interviewed by Stan Britt,1981-07,15 min. 51 sec.,a,,,Stan Britt collection,"Stan Britt interviews jazz alto saxophonist Richie Cole at the Capital Radio Jazz Festival. Topics of discussion include: Richie's band Alto Madness; the varied, diverse audiences that his band attracts; the saxophones he owns.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Cole, Richie (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Knebworth Park, Hertfordshire, England, UK","Cole, Richie",,,,,,,,,,
am     a,CKEY8254672,181023n                      000 0 eng u,C1645/139,,,Trummy Young interviewed by Stan Britt,1981-07,22 min. 08 sec.,a,,,Stan Britt collection,Stan Britt interviews American trombonist Trummy Young at the Capital Radio Jazz Festival. Topics of discussion include: Trummy's commitments and the reasons he hasn't visited the UK for a while;  some of the many musicians Trummy has worked with including Charlie Parker and Dexter Gordon.,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Young, Trummy, 1912-1984 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"Knebworth Park, Hertfordshire, England, UK","Young, Trummy, 1912-1984","Gordon, Dexter, 1923-1990","Parker, Charlie, 1920-1955",,,,,,,,
am     a,CKEY8251458,190131n                      000 0 eng u,C1645/140,,,Art Farmer interviewed by Stan Britt (1st interview),20/07/1982,2 hr. 04 min. 17 sec.,a,,,Stan Britt collection,"American jazz trumpet and flugelhorn player Art Farmer is interviewed by Stan Britt at The White House in London. Topics of discussion include: his recent work commitments including tours and studio recording, and some of the many musicians who have inspired him and who he has worked with.",,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,Interviews,,,,Category: Popular music. Jazz,,"Farmer, Art, 1928-1999 (speaker, male; interviewee)","Britt, Stan, 1935-2014 (speaker, male; interviewer)","Britt, Stan, 1935-2014 (sound recordist)",,,,,,,,,,,,,,,,,POP,eng,"The White House, Albany Street, London, England, UK","Farmer, Art, 1928-1999",Art Farmer Quintet,,,,,,,,,
am     a,CKEY8251466,190131n                      000 0 eng u,C1645/141,,,,not after 2014,3 min. 35 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (orchestra),,,,,,,,,,,,,,,,,,POP,eng,United States?,,,,,,,,,,,
am     a,CKEY8251469,190131n                      000 0 eng u,C1645/141,,,,not after 2014,3 min. 04 sec.,a,,,Stan Britt collection,,,,"Unlocking Our Sound Heritage (UOSH), funded by the National Lottery. British Library 2017-2022",RECORDING ,,,,,Category: Popular music. Jazz,,"Sinatra, Frank, 1915-1998 (singer, male)",unidentified (orchestra),,,,,,,,,,,,,,,,,,POP,eng,United States?,,,,,,,,,,,
